target_name
Kopavirus kakawais
Parapoxvirus reddeerpox
Parapoxvirus sealpox
Pteropopoxvirus pteropox
Salmonpoxvirus gillpox
Sciuripoxvirus squirrelpox
Suipoxvirus swinepox
Vespertilionpoxvirus eptesipox
Yatapoxvirus tanapox
Yatapoxvirus yabapox
Betadintovirus terrapene
Aviadenovirus anatidae
Aviadenovirus anatis
Aviadenovirus anseris
Aviadenovirus bubonis
Aviadenovirus cairinae
Aviadenovirus columbae
Aviadenovirus columbidae
Aviadenovirus falconis
Aviadenovirus gallinae
Aviadenovirus gallopavoprimum
Aviadenovirus gallopavoquartum
Aviadenovirus gallopavoquintum
Aviadenovirus gruis
Aviadenovirus hepatitidis
Aviadenovirus hydropericardii
Aviadenovirus leucophthalmi
Aviadenovirus podargidae
Aviadenovirus quintum
Aviadenovirus rubri
Aviadenovirus senegalense
Aviadenovirus spinus
Aviadenovirus turdi
Aviadenovirus ventriculi
Barthadenovirus amazonae
Barthadenovirus bosquartum
Barthadenovirus bosseptimum
Barthadenovirus bossextum
Barthadenovirus caerulei
Barthadenovirus cervi
Barthadenovirus draconis
Barthadenovirus galloanserae
Barthadenovirus inornati
Barthadenovirus lacertae
Barthadenovirus macropodidae
Barthadenovirus mellis
Barthadenovirus ovis
Barthadenovirus schwarzi
Barthadenovirus serpentis
Barthadenovirus sternae
Barthadenovirus vulpeculae
Ichtadenovirus acipenseris
Mastadenovirus adami
Mastadenovirus aegyptiaci
Mastadenovirus alienum
Mastadenovirus asiensse
Mastadenovirus blackbeardi
Mastadenovirus bosdecimum
Mastadenovirus bosprimum
Mastadenovirus bostertium
Mastadenovirus bovidae
Mastadenovirus caesari
Mastadenovirus canidae
Mastadenovirus caviae
Mastadenovirus cervi
Mastadenovirus chalinolobi
Mastadenovirus chlorocebi
Mastadenovirus cordis
Mastadenovirus cynocephali
Mastadenovirus delphini
Mastadenovirus delphinidae
Mastadenovirus dipodomysis
Mastadenovirus dominans
Mastadenovirus eidoli
Mastadenovirus encephalomyelitidis
Mastadenovirus equi
Mastadenovirus equidae
Mastadenovirus exoticum
Mastadenovirus faecale
Mastadenovirus flavi
Mastadenovirus humile
Mastadenovirus lamiae
Mastadenovirus longumcaudae
Mastadenovirus macacae
Mastadenovirus magnauris
Mastadenovirus miniopteridae
Mastadenovirus muris
Mastadenovirus musauriti
Mastadenovirus otariidae
Mastadenovirus ovisoctavum
Mastadenovirus ovisprimum
Mastadenovirus phocoenae
Mastadenovirus pipistrelli
Mastadenovirus porcusquartum
Mastadenovirus porcusquintum
Mastadenovirus porcustertium
Mastadenovirus pteropodidae
Mastadenovirus rhesi
Mastadenovirus rhinolopidae
Mastadenovirus russelli
Mastadenovirus sciuri
Mastadenovirus simiae
Mastadenovirus simiavigesimum
Mastadenovirus simuli
Mastadenovirus tarandri
Mastadenovirus trianonense
Mastadenovirus tupaiae
Mastadenovirus ursi
Siadenovirus carbocapituli
Siadenovirus cinerei
Siadenovirus gallopavotertii
Siadenovirus paridae
Siadenovirus ranae
Siadenovirus raptoris
Siadenovirus sanguineae
Siadenovirus spheniscidae
Siadenovirus stercorariidae
Siadenovirus uriae
Siadenovirus viridis
Testadenovirus trachemysis
Aleptorquevirus culic1
Aleptorquevirus lepor1
Alphatorquevirus cerco1
Alphatorquevirus cerco2
Alphatorquevirus cerco3
Alphatorquevirus cerco5
Alphatorquevirus cerco6
Alphatorquevirus cerco7
Alphatorquevirus homin1
Alphatorquevirus homin2
Alphatorquevirus homin3
Alphatorquevirus homin4
Alphatorquevirus homin5
Alphatorquevirus homin6
Alphatorquevirus homin7
Alphatorquevirus homin9
Alphatorquevirus homin10
Alphatorquevirus homin13
Alphatorquevirus homin14
Alphatorquevirus homin15
Alphatorquevirus homin17
Alphatorquevirus homin18
Alphatorquevirus homin19
Alphatorquevirus homin20
Alphatorquevirus homin21
Alphatorquevirus homin24
Alphatorquevirus homin29
Alphatorquevirus homin31
Betatorquevirus homini1
Betatorquevirus homini2
Betatorquevirus homini3
Betatorquevirus homini4
Betatorquevirus homini5
Betatorquevirus homini6
Betatorquevirus homini7
Betatorquevirus homini8
Betatorquevirus homini9
Betatorquevirus homini10
Betatorquevirus homini11
Betatorquevirus homini12
Betatorquevirus homini13
Betatorquevirus homini14
Betatorquevirus homini15
Betatorquevirus homini16
Betatorquevirus homini17
Betatorquevirus homini18
Betatorquevirus homini19
Betatorquevirus homini20
Betatorquevirus homini21
Betatorquevirus homini22
Betatorquevirus homini23
Betatorquevirus homini24
Betatorquevirus homini25
Betatorquevirus homini26
Betatorquevirus homini27
Betatorquevirus homini28
Betatorquevirus homini29
Betatorquevirus homini30
Betatorquevirus homini31
Betatorquevirus homini32
Betatorquevirus homini33
Betatorquevirus homini34
Betatorquevirus homini35
Betatorquevirus homini36
Betatorquevirus homini37
Betatorquevirus homini38
Chitorquevirus indri1
Dalettorquevirus ursid6
Deltatorquevirus tupai1
Epsilontorquevirus calli1
Etatorquevirus felid1
Etatorquevirus felid2
Etatorquevirus felid3
Etatorquevirus felid4
Etatorquevirus felid5
Etatorquevirus viver3
Gammatorquevirus homidi1
Gammatorquevirus homidi2
Gammatorquevirus homidi3
Gammatorquevirus homidi4
Gammatorquevirus homidi5
Gammatorquevirus homidi6
Gammatorquevirus homidi7
Gammatorquevirus homidi8
Gammatorquevirus homidi9
Gammatorquevirus homidi10
Gammatorquevirus homidi11
Gammatorquevirus homidi12
Gammatorquevirus homidi13
Gammatorquevirus homidi14
Gammatorquevirus homidi15
Gimeltorquevirus ursid13
Gyrovirus chickenanemia
Gyrovirus fulgla1
Gyrovirus galga1
Gyrovirus galga2
Gyrovirus homsa1
Gyrovirus homsa2
Gyrovirus homsa3
Gyrovirus homsa4
Gyrovirus hydho1
Gyrovirus myferr1
Gyrovirus phaco1
Hetorquevirus hominid2
Hetorquevirus hominid3
Hetorquevirus hominid4
Hetorquevirus hominid5
Hetorquevirus hominid6
Hetorquevirus hominid7
Hetorquevirus hominid8
Iotatorquevirus suida1a
Kappatorquevirus suidak2a
Kappatorquevirus suidak2b
Lambdatorquevirus phoci1
Lambdatorquevirus phoci2
Lambdatorquevirus phoci3
Lambdatorquevirus phoci5
Lambdatorquevirus phoci6
Lamedtorquevirus hominid11
Memtorquevirus hominid12
Memtorquevirus hominid13
Memtorquevirus hominid14
Mutorquevirus equid1
Mutorquevirus equid2
Nutorquevirus phoci4
Omegatorquevirus hominid1
Omicrontorquevirus ursid5
Pitorquevirus ursid7
Pitorquevirus ursid8
Pitorquevirus ursid9
Pitorquevirus ursid10
Pitorquevirus ursid11
Pitorquevirus ursid12
Psitorquevirus procy4
Rhotorquevirus murid1
Samektorquevirus hominid15
Samektorquevirus hominid16
Samektorquevirus hominid17
Samektorquevirus hominid18
Sigmatorquevirus otari1
Sigmatorquevirus otari2
Sigmatorquevirus otari3
Tettorquevirus felid6
Thetatorquevirus canid1
Thetatorquevirus muste1
Thetatorquevirus procy5
Thetatorquevirus procy6
Thetatorquevirus ursid1
Thetatorquevirus ursid2
Thetatorquevirus ursid3
Thetatorquevirus ursid4
Thetatorquevirus viver4
Upsilontorquevirus procy1
Upsilontorquevirus procy2
Upsilontorquevirus procy3
Upsilontorquevirus procy7
Upsilontorquevirus procy8
Upsilontorquevirus procy9
Upsilontorquevirus viver2
Wawtorquevirus crice1
Wawtorquevirus crice2
Wawtorquevirus crice3
Wawtorquevirus murid2
Wawtorquevirus murid3
Xitorquevirus didel1
Xitorquevirus molos1
Yodtorquevirus hominid9
Yodtorquevirus hominid10
Zayintorquevirus viver1
Zayintorquevirus viver5
Zetatorquevirus aotid1
Blattambidensovirus incertum1
Blattambidensovirus incertum2
Gemykroznavirus anima1
Orbivirus alphaequi
Orbivirus alphamitchellense
Orbivirus betamitchellense
Orbivirus caerulinguae
Orbivirus changuinolaense
Orbivirus chenudaense
Orbivirus chobarense
Orbivirus deltamitchellense
Orbivirus eubenangeense
Orbivirus gammamitchellense
Orbivirus lebomboense
Orbivirus magninsulae
Orbivirus orungoense
Orbivirus palyamense
Orbivirus ruminantium
Orbivirus umatillaense
Orbivirus wadmedaniense
Orbivirus yunnanense
Seadornavirus bannaense
Coltivirus kundalense
Coltivirus taiense
Coltivirus tarumizuense
Alphavirus aura
Alphavirus barmah
Alphavirus bebaru
Alphavirus caaingua
Alphavirus cabassou
Alphavirus chikungunya
Alphavirus eastern
Alphavirus everglades
Alphavirus fortmorgan
Alphavirus getah
Alphavirus highlandsj
Alphavirus madariaga
Alphavirus mayaro
Alphavirus middelburg
Alphavirus mossopedras
Alphavirus mucambo
Alphavirus ndumu
Alphavirus negro
Alphavirus onyong
Alphavirus pixuna
Alphavirus rossriver
Alphavirus seal
Alphavirus semliki
Alphavirus sindbis
Alphavirus tonate
Alphavirus una
Alphavirus venezuelan
Alphavirus western
Alphavirus whataroa
Orthoflavivirus aroaense
Orthoflavivirus bagazaense
Orthoflavivirus banziense
Orthoflavivirus boubouiense
Orthoflavivirus cacipacoreense
Orthoflavivirus denguei
Orthoflavivirus edgehillense
Orthoflavivirus encephalitidis
Orthoflavivirus flavi
Orthoflavivirus gadgetsense
Orthoflavivirus ilheusense
Orthoflavivirus israelense
Orthoflavivirus japonicum
Orthoflavivirus jugraense
Orthoflavivirus kadamense
Orthoflavivirus kedougouense
Orthoflavivirus kokoberaorum
Orthoflavivirus koutangoense
Orthoflavivirus kyasanurense
Orthoflavivirus langatense
Orthoflavivirus louisense
Orthoflavivirus loupingi
Orthoflavivirus meabanense
Orthoflavivirus murrayense
Orthoflavivirus nilense
Orthoflavivirus ntayaense
Orthoflavivirus omskense
Orthoflavivirus powassanense
Orthoflavivirus royalense
Orthoflavivirus saboyaense
Orthoflavivirus saumarezense
Orthoflavivirus sepikense
Orthoflavivirus tembusu
Orthoflavivirus tyuleniyense
Orthoflavivirus ugandaense
Orthoflavivirus usutuense
Orthoflavivirus wesselsbronense
Orthoflavivirus yaoundeense
Orthoflavivirus zikaense
Nyavirus nyamaniniense
Nyavirus somateriae
Ephemerovirus adelaide
Ephemerovirus berrimah
Ephemerovirus febris
Ephemerovirus kimberley
Ephemerovirus kotonkan
Hapavirus bangoran
Hapavirus flanders
Hapavirus graylodge
Hapavirus hartpark
Hapavirus holmes
Hapavirus joinjakaka
Hapavirus kamese
Hapavirus lajoya
Hapavirus landjia
Hapavirus manitoba
Hapavirus marco
Hapavirus mosqueiro
Hapavirus mossuril
Hapavirus ngaingan
Ledantevirus barur
Ledantevirus keuraliba
Ledantevirus ledantec
Ledantevirus nkolbisson
Sripuvirus almpiwar
Sripuvirus chaco
Sripuvirus charleville
Sripuvirus cuiaba
Sripuvirus hainan
Sripuvirus madureira
Sripuvirus niakha
Sripuvirus sripur
Sunrhavirus kwatta
Tibrovirus coastal
Tibrovirus tibrogargan
Tupavirus klamath
Vesiculovirus alagoas
Vesiculovirus bogdanovac
Vesiculovirus chandipura
Vesiculovirus cocal
Vesiculovirus indiana
Vesiculovirus isfahan
Vesiculovirus jurona
Vesiculovirus newjersey
Vesiculovirus perinet
Vesiculovirus piry
Vesiculovirus radi
Gryffinivirus hedwigae
Khurdivirus volgaense
Orthobunyavirus acaraense
Orthobunyavirus achiotei
Orthobunyavirus ainoense
Orthobunyavirus akabaneense
Orthobunyavirus angeloense
Orthobunyavirus anhembiense
Orthobunyavirus bakauense
Orthobunyavirus barritaense
Orthobunyavirus bataiense
Orthobunyavirus batamaense
Orthobunyavirus belmontense
Orthobunyavirus bertiogaense
Orthobunyavirus biraoense
Orthobunyavirus botambiense
Orthobunyavirus bozoense
Orthobunyavirus bunyamweraense
Orthobunyavirus bushbushense
Orthobunyavirus buttonwillowense
Orthobunyavirus bwambaense
Orthobunyavirus cacheense
Orthobunyavirus capimense
Orthobunyavirus caraparuense
Orthobunyavirus catqueense
Orthobunyavirus catuense
Orthobunyavirus cuchillaense
Orthobunyavirus encephalitidis
Orthobunyavirus enseadaense
Orthobunyavirus gamboaense
Orthobunyavirus guajaraense
Orthobunyavirus guamaense
Orthobunyavirus guaroaense
Orthobunyavirus horizonteense
Orthobunyavirus iacoense
Orthobunyavirus ileshaense
Orthobunyavirus ingwavumaense
Orthobunyavirus insulae
Orthobunyavirus jamestownense
Orthobunyavirus jatobalense
Orthobunyavirus kaengkhoiense
Orthobunyavirus kernense
Orthobunyavirus keystoneense
Orthobunyavirus khatangaense
Orthobunyavirus koongoli
Orthobunyavirus lacrosseense
Orthobunyavirus lukuniense
Orthobunyavirus lumboense
Orthobunyavirus macauaense
Orthobunyavirus madridense
Orthobunyavirus maguariense
Orthobunyavirus manzanillaense
Orthobunyavirus maritubaense
Orthobunyavirus melajoense
Orthobunyavirus mermetense
Orthobunyavirus minatitlanense
Orthobunyavirus mpokoense
Orthobunyavirus navioense
Orthobunyavirus nyandoense
Orthobunyavirus olifantsvleiense
Orthobunyavirus oribocaense
Orthobunyavirus oropoucheense
Orthobunyavirus oyoense
Orthobunyavirus parkeri
Orthobunyavirus patoisense
Orthobunyavirus peachesterense
Orthobunyavirus potosiense
Orthobunyavirus saboense
Orthobunyavirus sangoense
Orthobunyavirus schmallenbergense
Orthobunyavirus shermanense
Orthobunyavirus shuniense
Orthobunyavirus simbuense
Orthobunyavirus sororocaense
Orthobunyavirus sussexense
Orthobunyavirus tacaiumaense
Orthobunyavirus tahynaense
Orthobunyavirus tataguineense
Orthobunyavirus tensawense
Orthobunyavirus teteense
Orthobunyavirus thimiriense
Orthobunyavirus timboteuaense
Orthobunyavirus turlockense
Orthobunyavirus umbreense
Orthobunyavirus utingaense
Orthobunyavirus witwatersrandense
Orthobunyavirus wyeomyiae
Orthobunyavirus yacaabaense
Pacuvirus caimitoense
Pacuvirus chilibreense
Pacuvirus evaense
Pacuvirus pacuiense
Pacuvirus tapirapeense
Orthonairovirus dugbeense
Orthonairovirus erveense
Orthonairovirus haemorrhagiae
Orthonairovirus keterehense
Orthonairovirus khani
Orthonairovirus nairobiense
Orthonairovirus parahaemorrhagiae
Orthonairovirus qalyubense
Orthonairovirus sunci
Bandavirus albatrossense
Bandavirus amblyommae
Bandavirus bhanjanagarense
Bandavirus dabieense
Bandavirus guertuense
Bandavirus heartlandense
Bandavirus kismaayoense
Phlebovirus adanaense
Phlebovirus aguacateense
Phlebovirus alcubeense
Phlebovirus alenquerense
Phlebovirus almendrasense
Phlebovirus ambeense
Phlebovirus anhangaense
Phlebovirus arumowotense
Phlebovirus buenaventuraense
Phlebovirus bujaruense
Phlebovirus cacaoense
Phlebovirus campanaense
Phlebovirus candiruense
Phlebovirus chagresense
Phlebovirus claroense
Phlebovirus cocleense
Phlebovirus dashliense
Phlebovirus duraniaense
Phlebovirus echarateense
Phlebovirus florisense
Phlebovirus gabekense
Phlebovirus gloriaense
Phlebovirus gordilense
Phlebovirus icoaraciense
Phlebovirus itaitubaense
Phlebovirus itaporangaense
Phlebovirus ixcanalense
Phlebovirus karimabadense
Phlebovirus leticiaense
Phlebovirus limboense
Phlebovirus maldonadoense
Phlebovirus massiliaense
Phlebovirus medjerdaense
Phlebovirus monagritaense
Phlebovirus mukawaense
Phlebovirus mungubaense
Phlebovirus napoliense
Phlebovirus niqueense
Phlebovirus ntepesense
Phlebovirus odrenisrouense
Phlebovirus oriximinaense
Phlebovirus pantanalense
Phlebovirus penablancaense
Phlebovirus puniqueense
Phlebovirus riftense
Phlebovirus riograndense
Phlebovirus salangaense
Phlebovirus salehabadense
Phlebovirus siciliaense
Phlebovirus taparaense
Phlebovirus tehranense
Phlebovirus toroense
Phlebovirus torosense
Phlebovirus toscanaense
Phlebovirus turunaense
Phlebovirus uriuranaense
Phlebovirus urucuriense
Phlebovirus zerdaliense
Uukuvirus dabieshanense
Uukuvirus dermacentoris
Uukuvirus grandarbaudense
Uukuvirus hoplandense
Uukuvirus huangpiense
Uukuvirus kabutoense
Uukuvirus kaisodiense
Uukuvirus lihanense
Uukuvirus macquariense
Uukuvirus rukutamaense
Uukuvirus schmidti
Uukuvirus silverwaterense
Uukuvirus tachengense
Uukuvirus tyulenyense
Uukuvirus uriae
Uukuvirus uukuniemiense
Uukuvirus yongjiaense
Quaranjavirus araguariense
Quaranjavirus chadense
Quaranjavirus quaranfilense
Quaranjavirus tyulekense
Quaranjavirus wellfleetense
Thogotovirus bourbonense
Thogotovirus josense
Thogotovirus ozense
Thogotovirus sinuense
Thogotovirus thailandense
Thogotovirus thogotoense
Thogotovirus upoluense
African swine fever virus
